"measuredItemCPC","description","feedClassification"
"04932","Farmed seaweeds and other algae, fresh, frozen or dried, whether or not ground, fit for human consumption","not for feed"
"04933","Wild seaweeds and other algae, fresh, frozen or dried, whether or not ground, unfit for human consumption","not for feed"
"04934","Farmed seaweeds and other algae, fresh, frozen or dried, whether or not ground, unfit for human consumption","not for feed"
"11","Coal and lignite; peat","not for feed"
"12","Crude petroleum and natural gas","not for feed"
"13","Uranium and thorium ores and concentrates","not for feed"
"14","Metal ores","not for feed"
"15","Stone, sand and clay","not for feed"
"16","Other minerals","not for feed"
"17","Electricity, town gas, steam and hot water/n","not for feed"
"18","Natural water","not for feed"
"110","Coal and lignite; peat","not for feed"
"1101","Coal, not agglomerated","not for feed"
"1102","Briquettes and similar solid fuels manufactured from coal","not for feed"
"1103","Lignite, not agglomerated","not for feed"
"1104","Lignite, agglomerated","not for feed"
"1105","Peat","not for feed"
"11010","Coal, not agglomerated","not for feed"
"11020","Briquettes and similar solid fuels manufactured from coal","not for feed"
"11030","Lignite, not agglomerated","not for feed"
"11040","Lignite, agglomerated","not for feed"
"11050","Peat","not for feed"
"120","Crude petroleum and natural gas","not for feed"
"1201","Petroleum oils and oils obtained from bituminous minerals, crude","not for feed"
"1202","Natural gas, liquefied or in the gaseous state","not for feed"
"1203","Bituminous or oil shale and tar sands","not for feed"
"12010","Petroleum oils and oils obtained from bituminous minerals, crude","not for feed"
"12020","Natural gas, liquefied or in the gaseous state","not for feed"
"12030","Bituminous or oil shale and tar sands","not for feed"
"130","Uranium and thorium ores and concentrates","not for feed"
"1300","Uranium and thorium ores and concentrates","not for feed"
"13000","Uranium and thorium ores and concentrates","not for feed"
"141","Iron ores and concentrates, other than roasted iron pyrites","not for feed"
"142","Non-ferrous metal ores and concentrates (other than uranium or thorium ores and concentrates)","not for feed"
"1410","Iron ores and concentrates, other than roasted iron pyrites","not for feed"
"14100","Iron ores and concentrates, other than roasted iron pyrites","not for feed"
"1421","Copper, ores and concentrates","not for feed"
"1422","Nickel ores and concentrates","not for feed"
"1423","Aluminium ores and concentrates","not for feed"
"1424","Precious metal ores and concentrates","not for feed"
"1429","Other non-ferrous metal ores and concentrates (other than uranium or thorium ores and concentrates)","not for feed"
"14210","Copper, ores and concentrates","not for feed"
"14220","Nickel ores and concentrates","not for feed"
"14230","Aluminium ores and concentrates","not for feed"
"14240","Precious metal ores and concentrates","not for feed"
"14290","Other non-ferrous metal ores and concentrates (other than uranium or thorium ores and concentrates)","not for feed"
"151","Monumental or building stone","not for feed"
"152","Gypsum; anhydrite; limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of lime or cement","not for feed"
"153","Sands, pebbles, gravel, broken or crushed stone, natural bitumen and asphalt","not for feed"
"154","Clays","not for feed"
"1511","Slate","not for feed"
"1512","Marble and other calcareous monumental or building stone","not for feed"
"1513","Granite, sandstone and other monumental or building stone","not for feed"
"15110","Slate","not for feed"
"15120","Marble and other calcareous monumental or building stone","not for feed"
"15130","Granite, sandstone and other monumental or building stone","not for feed"
"1520","Gypsum; anhydrite; limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of lime or cement","not for feed"
"15200","Gypsum; anhydrite; limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of lime or cement","not for feed"
"1531","Natural sands","not for feed"
"1532","Pebbles, gravel, broken or crushed stone, macadam; granules, chippings and powder of stone","not for feed"
"1533","Bitumen and asphalt, natural; asphaltites and asphaltic rock","not for feed"
"15310","Natural sands","not for feed"
"15320","Pebbles, gravel, broken or crushed stone, macadam; granules, chippings and powder of stone","not for feed"
"15330","Bitumen and asphalt, natural; asphaltites and asphaltic rock","not for feed"
"1540","Clays","not for feed"
"15400","Clays","not for feed"
"161","Chemical and fertilizer minerals","not for feed"
"162","Salt and pure sodium chloride; sea water","not for feed"
"163","Precious and semi-precious stones; pumice stone; emery; natural abrasives; other minerals","not for feed"
"1611","Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk","not for feed"
"1612","Unroasted iron pyrites","not for feed"
"1619","Other chemical minerals","not for feed"
"16110","Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk","not for feed"
"16120","Unroasted iron pyrites","not for feed"
"16190","Other chemical minerals","not for feed"
"1620","Salt and pure sodium chloride; sea water","not for feed"
"16200","Salt and pure sodium chloride; sea water","not for feed"
"1631","Precious stones (including diamonds, but not industrial diamonds) and semi-precious stones, unworked or simply sawn or roughly shaped","not for feed"
"1632","Industrial diamonds, unworked or simply sawn, cleaved or bruted; pumice stone; emery; natural corundum, natural garnet and other natural abrasives","not for feed"
"1633","Chalk and dolomite","not for feed"
"1639","Other minerals n.e.","not for feed"
"16310","Precious stones (including diamonds, but not industrial diamonds) and semi-precious stones, unworked or simply sawn or roughly shaped","not for feed"
"16320","Industrial diamonds, unworked or simply sawn, cleaved or bruted; pumice stone; emery; natural corundum, natural garnet and other natural abrasives","not for feed"
"16330","Chalk and dolomite","not for feed"
"16390","Other minerals n.e.","not for feed"
"171","Electrical energy","not for feed"
"172","Coal gas, water gas, producer gas and similar gases, other than petroleum gases and other gaseous hydrocarbons","not for feed"
"173","Steam and hot water","not for feed"
"174","Ice and snow","not for feed"
"1710","Electrical energy","not for feed"
"17100","Electrical energy","not for feed"
"1720","Coal gas, water gas, producer gas and similar gases, other than petroleum gases and other gaseous hydrocarbons","not for feed"
"17200","Coal gas, water gas, producer gas and similar gases, other than petroleum gases and other gaseous hydrocarbons","not for feed"
"1730","Steam and hot water","not for feed"
"17300","Steam and hot water","not for feed"
"1740","Ice and snow","not for feed"
"17400","Ice and snow","not for feed"
"180","Natural water","not for feed"
"1800","Natural water","not for feed"
"18000","Natural water","not for feed"
"21","Meat, fish, fruit, vegetables, oils and fats","not for feed"
"22","Dairy products and egg products","not for feed"
"23","Grain mill products, starches and starch products; other food products","not for feed"
"24","Beverages","not for feed"
"25","Tobacco products","not for feed"
"26","Yarn and thread; woven and tufted textile fabrics","not for feed"
"27","Textile articles other than apparel","not for feed"
"28","Knitted or crocheted fabrics; wearing apparel","not for feed"
"29","Leather and leather products; footwear","not for feed"
"211","Meat and meat products","not for feed"
"212","Prepared and preserved fish, crustaceans, molluscs and other aquatic invertebrates","not for feed"
"213","Prepared and preserved vegetables, pulses and potatoes","not for feed"
"214","Prepared and preserved fruit and nuts/n","not for feed"
"215","Animal fats","not for feed"
"216","Vegetable oils","not for feed"
"217","Margarine and similar preparations","not for feed"
"218","Cotton linters","not for feed"
"219","Oil-cake and other residues resulting from the extraction of vegetable fats or oils; flours and meals of oil seeds or oleaginous fruits, except those of mustard; vegetable waxes, except triglycerides; degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes","not for feed"
"2111","Meat of mammals, fresh or chilled","not for feed"
"2112","Meat of poultry, fresh or chilled","not for feed"
"2113","Meat of mammals, frozen","not for feed"
"2114","Meat of poultry, frozen","not for feed"
"2115","Edible offal of mammals, fresh, chilled or frozen","not for feed"
"2116","Edible offal of poultry, fresh, chilled or frozen","not for feed"
"2117","Other meat and edible offal, fresh, chilled or frozen","not for feed"
"2118","Preserves and preparations of meat, meat offal or blood","not for feed"
"2119","Flours, meals and pellets of meat or meat offal, inedible; greaves","not for feed"
"21111","Meat of cattle, fresh or chilled","not for feed"
"21112","Meat of buffalo, fresh or chilled","not for feed"
"21113","Meat of pigs, fresh or chilled","not for feed"
"21114","Meat of rabbits and hares, fresh or chilled","not for feed"
"21115","Meat of sheep, fresh or chilled","not for feed"
"21116","Meat of goat, fresh or chilled","not for feed"
"21117","Meat of camels and camelids, fresh or chilled","not for feed"
"21118","Meat of horses and other equines, fresh or chilled","not for feed"
"21119","Other meat of mammals, fresh or chilled","not for feed"
"21111.01","Meat of cattle, fresh or chilled","not for feed"
"21111.02","Meat of cattle boneless, fresh or chilled","not for feed"
"21113.01","Meat of pig, fresh or chilled","not for feed"
"21113.02","Meat of pig boneless (pork), fresh or chilled","not for feed"
"21117.01","Meat of camels (fresh)","not for feed"
"21117.02","Meat of other domestic camelids (fresh)","not for feed"
"21118.01","Horse meat (fresh)","not for feed"
"21118.02","Meat of asses (fresh)","not for feed"
"21118.03","Meat of mules (fresh)","not for feed"
"21119.01","Meat of other domestic rodents (fresh)","not for feed"
"21119.90","Other meat of mammals, fresh or chilled","not for feed"
"21121","Meat of chickens, fresh or chilled","not for feed"
"21122","Meat of ducks, fresh or chilled","not for feed"
"21123","Meat of geese, fresh or chilled","not for feed"
"21124","Meat of turkeys, fresh or chilled","not for feed"
"21125","Meat of guinea fowl, fresh or chilled","not for feed"
"21131","Meat of cattle, frozen","not for feed"
"21132","Meat of buffalo, frozen","not for feed"
"21133","Meat of pigs, frozen","not for feed"
"21134","Meat of rabbits and hares, frozen","not for feed"
"21135","Meat of sheep, frozen","not for feed"
"21136","Meat of goat, frozen","not for feed"
"21137","Meat of camels and camelids, frozen","not for feed"
"21138","Meat of horses and other equines, frozen","not for feed"
"21139","Other meat of mammals, frozen","not for feed"
"21131.01","Meat of cattle frozen","not for feed"
"21131.02","Meat of cattle frozen, boneless","not for feed"
"21133.01","Meat of pigs frozen","not for feed"
"21133.02","Meat of pigs frozen, boneless","not for feed"
"21137.01","meat of camels and camelids, frozen","not for feed"
"21137.02","Meat of other camelids, frozen","not for feed"
"21138.01","Horse meat","not for feed"
"21138.02","Meat of asses","not for feed"
"21138.03","Meat of mules","not for feed"
"21141","Meat of chickens, frozen","not for feed"
"21142","Meat of ducks, frozen","not for feed"
"21143","Meat of geese, frozen","not for feed"
"21144","Meat of turkeys, frozen","not for feed"
"21145","Meat of guinea fowl, frozen","not for feed"
"21151","Edible offal of cattle, fresh, chilled or frozen","not for feed"
"21152","Edible offal of buffalo, fresh, chilled or frozen","not for feed"
"21153","Edible offal of pigs, fresh, chilled or frozen","not for feed"
"21155","Edible offal of sheep, fresh, chilled or frozen","not for feed"
"21156","Edible offal of goat, fresh, chilled or frozen","not for feed"
"21159","Edible offal of mammals, fresh, chilled or frozen, n.e.","not for feed"
"21159.01","Edible offals of horses and other equines,  fresh, chilled or frozen","not for feed"
"21159.02","Edible offals of camels and other camelids, fresh, chilled or frozen","not for feed"
"21159.90","Edible offals of mammals n.e., fresh, chilled or frozen","not for feed"
"21160","Edible offal of poultry, fresh, chilled or frozen","not for feed"
"21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","not for feed"
"21160.02","Edible offals and liver of geese, fresh, chilled or frozen","not for feed"
"21160.03","Edible offals and liver of ducks, fresh, chilled or frozen","not for feed"
